         Vardas        Pavarde     Galutinis balas
    Vardas45899   Pavarde45899                6.45
    Vardas45900   Pavarde45900                7.57
    Vardas45901   Pavarde45901                5.01
    Vardas45902   Pavarde45902                5.91
    Vardas45904   Pavarde45904                7.85
    Vardas45905   Pavarde45905                7.65
    Vardas45906   Pavarde45906                5.57
    Vardas45907   Pavarde45907                6.38
    Vardas45909   Pavarde45909                6.34
    Vardas45910   Pavarde45910                5.37
    Vardas45911   Pavarde45911                5.85
    Vardas45912   Pavarde45912                6.28
    Vardas45916   Pavarde45916                7.61
    Vardas45918   Pavarde45918                5.62
    Vardas45921   Pavarde45921                7.65
    Vardas45922   Pavarde45922                5.08
    Vardas45923   Pavarde45923                5.55
    Vardas45924   Pavarde45924                5.58
    Vardas45925   Pavarde45925                6.69
    Vardas45927   Pavarde45927                5.13
    Vardas45928   Pavarde45928                6.71
    Vardas45930   Pavarde45930                5.72
    Vardas45931   Pavarde45931                6.40
    Vardas45933   Pavarde45933                7.32
    Vardas45934   Pavarde45934                7.91
    Vardas45935   Pavarde45935                7.82
    Vardas45936   Pavarde45936                7.28
    Vardas45937   Pavarde45937                5.81
    Vardas45939   Pavarde45939                7.16
    Vardas45940   Pavarde45940                7.08
    Vardas45941   Pavarde45941                7.58
    Vardas45942   Pavarde45942                5.26
    Vardas45944   Pavarde45944                6.89
    Vardas45946   Pavarde45946                5.69
    Vardas45948   Pavarde45948                5.46
    Vardas45949   Pavarde45949                6.66
    Vardas45952   Pavarde45952                5.24
    Vardas45953   Pavarde45953                9.03
    Vardas45955   Pavarde45955                7.61
    Vardas45961   Pavarde45961                5.77
    Vardas45963   Pavarde45963                7.61
    Vardas45964   Pavarde45964                6.38
    Vardas45966   Pavarde45966                6.09
    Vardas45967   Pavarde45967                5.72
    Vardas45969   Pavarde45969                7.17
    Vardas45970   Pavarde45970                5.29
    Vardas45971   Pavarde45971                5.65
    Vardas45974   Pavarde45974                5.82
    Vardas45976   Pavarde45976                6.57
    Vardas45977   Pavarde45977                5.70
    Vardas45979   Pavarde45979                6.19
    Vardas45980   Pavarde45980                7.35
    Vardas45981   Pavarde45981                5.95
    Vardas45983   Pavarde45983                5.13
    Vardas45984   Pavarde45984                7.04
    Vardas45985   Pavarde45985                6.89
    Vardas45987   Pavarde45987                7.88
    Vardas45988   Pavarde45988                8.00
    Vardas45989   Pavarde45989                5.89
    Vardas45991   Pavarde45991                6.23
    Vardas45992   Pavarde45992                6.56
    Vardas45994   Pavarde45994                7.57
    Vardas45996   Pavarde45996                5.01
    Vardas45997   Pavarde45997                5.85
    Vardas45998   Pavarde45998                6.41
    Vardas46002   Pavarde46002                7.68
    Vardas46003   Pavarde46003                5.37
    Vardas46004   Pavarde46004                6.98
    Vardas46006   Pavarde46006                5.05
    Vardas46007   Pavarde46007                5.44
    Vardas46009   Pavarde46009                6.98
    Vardas46012   Pavarde46012                7.89
    Vardas46013   Pavarde46013                6.67
    Vardas46014   Pavarde46014                5.87
    Vardas46015   Pavarde46015                6.93
    Vardas46016   Pavarde46016                5.92
    Vardas46018   Pavarde46018                7.46
    Vardas46021   Pavarde46021                6.52
    Vardas46022   Pavarde46022                7.45
    Vardas46023   Pavarde46023                5.30
    Vardas46025   Pavarde46025                5.19
    Vardas46026   Pavarde46026                5.43
    Vardas46029   Pavarde46029                6.62
    Vardas46030   Pavarde46030                7.46
    Vardas46032   Pavarde46032                6.88
    Vardas46036   Pavarde46036                8.60
    Vardas46038   Pavarde46038                5.99
    Vardas46040   Pavarde46040                7.36
    Vardas46042   Pavarde46042                7.02
    Vardas46045   Pavarde46045                7.36
    Vardas46046   Pavarde46046                6.98
    Vardas46047   Pavarde46047                6.03
    Vardas46050   Pavarde46050                6.57
    Vardas46051   Pavarde46051                6.46
    Vardas46054   Pavarde46054                5.93
    Vardas46055   Pavarde46055                6.00
    Vardas46056   Pavarde46056                7.85
    Vardas46057   Pavarde46057                6.04
    Vardas46058   Pavarde46058                5.53
    Vardas46059   Pavarde46059                6.13
    Vardas46060   Pavarde46060                5.90
    Vardas46061   Pavarde46061                5.63
    Vardas46065   Pavarde46065                7.16
    Vardas46066   Pavarde46066                7.01
    Vardas46069   Pavarde46069                7.90
    Vardas46070   Pavarde46070                5.14
    Vardas46074   Pavarde46074                6.53
    Vardas46077   Pavarde46077                7.47
    Vardas46078   Pavarde46078                5.48
    Vardas46079   Pavarde46079                8.72
    Vardas46081   Pavarde46081                6.48
    Vardas46082   Pavarde46082                5.71
    Vardas46083   Pavarde46083                6.55
    Vardas46085   Pavarde46085                8.10
    Vardas46086   Pavarde46086                7.82
    Vardas46087   Pavarde46087                5.13
    Vardas46088   Pavarde46088                5.69
    Vardas46089   Pavarde46089                7.17
    Vardas46090   Pavarde46090                6.24
    Vardas46092   Pavarde46092                6.41
    Vardas46095   Pavarde46095                7.92
    Vardas46096   Pavarde46096                6.62
    Vardas46097   Pavarde46097                7.04
    Vardas46098   Pavarde46098                5.47
    Vardas46099   Pavarde46099                6.79
    Vardas46100   Pavarde46100                5.80
    Vardas46101   Pavarde46101                5.20
    Vardas46102   Pavarde46102                6.11
    Vardas46104   Pavarde46104                6.79
    Vardas46105   Pavarde46105                6.85
    Vardas46106   Pavarde46106                6.17
    Vardas46107   Pavarde46107                5.11
    Vardas46108   Pavarde46108                9.20
    Vardas46109   Pavarde46109                6.68
    Vardas46110   Pavarde46110                6.50
    Vardas46111   Pavarde46111                5.12
    Vardas46112   Pavarde46112                8.53
    Vardas46113   Pavarde46113                6.71
    Vardas46117   Pavarde46117                6.72
    Vardas46118   Pavarde46118                6.70
    Vardas46120   Pavarde46120                6.15
    Vardas46121   Pavarde46121                5.50
    Vardas46126   Pavarde46126                8.50
    Vardas46128   Pavarde46128                7.40
    Vardas46129   Pavarde46129                6.86
    Vardas46130   Pavarde46130                6.04
    Vardas46132   Pavarde46132                5.35
    Vardas46133   Pavarde46133                7.30
    Vardas46134   Pavarde46134                5.94
    Vardas46135   Pavarde46135                5.54
    Vardas46139   Pavarde46139                7.62
    Vardas46141   Pavarde46141                5.95
    Vardas46142   Pavarde46142                6.07
    Vardas46143   Pavarde46143                7.27
    Vardas46144   Pavarde46144                7.37
    Vardas46145   Pavarde46145                5.86
    Vardas46147   Pavarde46147                8.42
    Vardas46148   Pavarde46148                6.34
    Vardas46149   Pavarde46149                7.39
    Vardas46151   Pavarde46151                6.19
    Vardas46152   Pavarde46152                5.96
    Vardas46154   Pavarde46154                5.39
    Vardas46155   Pavarde46155                5.32
    Vardas46156   Pavarde46156                6.46
    Vardas46159   Pavarde46159                7.43
    Vardas46162   Pavarde46162                5.74
    Vardas46163   Pavarde46163                7.61
