         Vardas        Pavarde     Galutinis balas
    Vardas41235   Pavarde41235                4.78
    Vardas41237   Pavarde41237                3.04
    Vardas41238   Pavarde41238                2.94
    Vardas41240   Pavarde41240                4.13
    Vardas41242   Pavarde41242                3.50
    Vardas41243   Pavarde41243                3.03
    Vardas41245   Pavarde41245                2.25
    Vardas41249   Pavarde41249                4.93
    Vardas41251   Pavarde41251                4.45
    Vardas41252   Pavarde41252                4.84
    Vardas41253   Pavarde41253                4.18
    Vardas41255   Pavarde41255                4.27
    Vardas41256   Pavarde41256                4.72
    Vardas41259   Pavarde41259                3.30
    Vardas41260   Pavarde41260                3.98
    Vardas41262   Pavarde41262                3.35
    Vardas41266   Pavarde41266                3.98
    Vardas41270   Pavarde41270                3.59
    Vardas41273   Pavarde41273                4.12
    Vardas41275   Pavarde41275                2.85
    Vardas41277   Pavarde41277                4.08
    Vardas41279   Pavarde41279                3.55
    Vardas41285   Pavarde41285                3.88
    Vardas41287   Pavarde41287                4.02
    Vardas41292   Pavarde41292                3.48
    Vardas41295   Pavarde41295                4.60
    Vardas41296   Pavarde41296                3.07
    Vardas41300   Pavarde41300                4.50
    Vardas41303   Pavarde41303                4.80
    Vardas41304   Pavarde41304                3.51
    Vardas41307   Pavarde41307                2.62
    Vardas41312   Pavarde41312                3.36
    Vardas41313   Pavarde41313                4.43
    Vardas41319   Pavarde41319                4.77
    Vardas41321   Pavarde41321                3.39
    Vardas41322   Pavarde41322                2.95
    Vardas41323   Pavarde41323                3.61
    Vardas41325   Pavarde41325                3.21
    Vardas41326   Pavarde41326                4.41
    Vardas41327   Pavarde41327                2.40
    Vardas41328   Pavarde41328                4.14
    Vardas41332   Pavarde41332                3.54
    Vardas41336   Pavarde41336                3.45
    Vardas41339   Pavarde41339                3.10
    Vardas41342   Pavarde41342                4.05
    Vardas41343   Pavarde41343                3.50
    Vardas41345   Pavarde41345                3.65
    Vardas41348   Pavarde41348                3.84
    Vardas41349   Pavarde41349                4.47
    Vardas41350   Pavarde41350                4.27
    Vardas41353   Pavarde41353                3.83
    Vardas41354   Pavarde41354                4.56
    Vardas41355   Pavarde41355                4.29
    Vardas41357   Pavarde41357                3.47
    Vardas41365   Pavarde41365                3.03
    Vardas41370   Pavarde41370                2.87
    Vardas41372   Pavarde41372                3.36
    Vardas41373   Pavarde41373                4.56
    Vardas41375   Pavarde41375                3.62
    Vardas41377   Pavarde41377                3.05
    Vardas41378   Pavarde41378                4.28
    Vardas41380   Pavarde41380                3.82
    Vardas41381   Pavarde41381                4.18
    Vardas41386   Pavarde41386                2.79
    Vardas41390   Pavarde41390                2.73
    Vardas41392   Pavarde41392                3.51
    Vardas41393   Pavarde41393                4.28
    Vardas41394   Pavarde41394                4.25
    Vardas41395   Pavarde41395                3.83
    Vardas41399   Pavarde41399                3.48
    Vardas41400   Pavarde41400                3.55
    Vardas41401   Pavarde41401                4.40
    Vardas41404   Pavarde41404                4.54
    Vardas41408   Pavarde41408                4.50
    Vardas41410   Pavarde41410                3.43
    Vardas41414   Pavarde41414                3.96
    Vardas41415   Pavarde41415                3.49
    Vardas41417   Pavarde41417                4.16
    Vardas41418   Pavarde41418                4.45
    Vardas41423   Pavarde41423                3.21
    Vardas41430   Pavarde41430                3.38
    Vardas41432   Pavarde41432                3.69
    Vardas41435   Pavarde41435                2.80
    Vardas41438   Pavarde41438                4.34
    Vardas41439   Pavarde41439                3.15
    Vardas41440   Pavarde41440                4.18
    Vardas41450   Pavarde41450                4.74
    Vardas41451   Pavarde41451                4.92
    Vardas41452   Pavarde41452                4.53
    Vardas41454   Pavarde41454                4.41
    Vardas41456   Pavarde41456                3.64
    Vardas41457   Pavarde41457                4.48
    Vardas41459   Pavarde41459                4.30
    Vardas41461   Pavarde41461                3.28
    Vardas41464   Pavarde41464                2.49
    Vardas41474   Pavarde41474                3.19
    Vardas41476   Pavarde41476                4.15
    Vardas41478   Pavarde41478                4.21
    Vardas41479   Pavarde41479                3.78
    Vardas41486   Pavarde41486                2.88
    Vardas41491   Pavarde41491                4.72
    Vardas41492   Pavarde41492                3.74
    Vardas41499   Pavarde41499                4.51
    Vardas41501   Pavarde41501                4.24
    Vardas41503   Pavarde41503                4.80
    Vardas41506   Pavarde41506                4.06
    Vardas41507   Pavarde41507                4.67
    Vardas41508   Pavarde41508                3.47
    Vardas41511   Pavarde41511                3.91
    Vardas41521   Pavarde41521                3.61
    Vardas41524   Pavarde41524                4.40
    Vardas41526   Pavarde41526                4.21
    Vardas41528   Pavarde41528                4.44
    Vardas41531   Pavarde41531                4.94
    Vardas41533   Pavarde41533                4.07
    Vardas41534   Pavarde41534                3.61
    Vardas41541   Pavarde41541                3.14
    Vardas41542   Pavarde41542                3.80
    Vardas41544   Pavarde41544                3.09
    Vardas41548   Pavarde41548                4.67
    Vardas41550   Pavarde41550                4.51
    Vardas41552   Pavarde41552                3.89
    Vardas41555   Pavarde41555                2.93
    Vardas41556   Pavarde41556                4.27
    Vardas41558   Pavarde41558                4.99
    Vardas41561   Pavarde41561                4.93
    Vardas41562   Pavarde41562                4.24
    Vardas41563   Pavarde41563                4.52
    Vardas41568   Pavarde41568                4.08
    Vardas41569   Pavarde41569                3.98
    Vardas41570   Pavarde41570                3.16
    Vardas41573   Pavarde41573                3.96
    Vardas41575   Pavarde41575                4.50
    Vardas41578   Pavarde41578                4.64
    Vardas41579   Pavarde41579                3.91
    Vardas41581   Pavarde41581                4.93
    Vardas41586   Pavarde41586                2.70
    Vardas41588   Pavarde41588                3.08
    Vardas41592   Pavarde41592                2.52
    Vardas41593   Pavarde41593                4.68
    Vardas41596   Pavarde41596                4.37
    Vardas41597   Pavarde41597                3.60
    Vardas41600   Pavarde41600                4.89
    Vardas41603   Pavarde41603                3.70
    Vardas41604   Pavarde41604                4.16
    Vardas41606   Pavarde41606                3.74
    Vardas41607   Pavarde41607                4.45
    Vardas41608   Pavarde41608                3.86
    Vardas41609   Pavarde41609                3.65
    Vardas41611   Pavarde41611                4.49
    Vardas41621   Pavarde41621                4.86
    Vardas41625   Pavarde41625                3.33
    Vardas41626   Pavarde41626                3.94
    Vardas41628   Pavarde41628                4.61
    Vardas41629   Pavarde41629                3.20
    Vardas41630   Pavarde41630                2.90
    Vardas41632   Pavarde41632                3.07
    Vardas41640   Pavarde41640                2.39
    Vardas41641   Pavarde41641                2.74
    Vardas41642   Pavarde41642                3.59
    Vardas41643   Pavarde41643                4.11
    Vardas41644   Pavarde41644                3.39
    Vardas41646   Pavarde41646                4.39
    Vardas41647   Pavarde41647                4.22
    Vardas41649   Pavarde41649                4.42
    Vardas41653   Pavarde41653                3.53
    Vardas41656   Pavarde41656                4.32
